business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence,instagram_confidence,ig_verified,ig_verify_date,whatsapp,email,tiktok_url,youtube_url,twitter_url,other_social_urls,description_full
"Magic Moon Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657081,-82.771409,1.994,pass,area_included:Playa Negra,array,,,https://magicmooncr.com/,magicmoonbeachhouse,https://www.instagram.com/magicmoonbeachhouse/,https://www.facebook.com/magicmooncr,,2026-03-09,active,https://www.puertoviejosatellite.com/en/playa-negra/magic-moon-beach-house/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Truly beachfront house, only 50 meters away from the ocean. Spacious house with huge veranda. It can be rented in either 2 or 3 bedroom configurations (with or without the lower floor). The house has a large modern kitchen and is fully equipped with all the modern conveniences. 4.9 / 5 rating on Google Maps  9.8 / 10 rating on VRBO  4.9 / 5 rating on Airbnb"
"Be My Guest Cabinas - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656431,-82.773947,2.266,pass,area_included:Playa Negra,array,+506 2756 8376,+50627568376,,bemyguestcabinas,https://www.instagram.com/bemyguestcabinas/,,7206926578519386455,2025-07-02,active,https://www.puertoviejosatellite.com/en/playa-negra/be-my-guest-cabinas/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Property with 4 studio apartments, pool, and some units with AC. 4.1 / 5 rating on Google Maps  7.8 / 10 rating on Booking.com"
"Blessed House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.647346,-82.776973,2.745,pass,area_included:Playa Negra,array,+506 8926 2630,+50689262630,,blessedhouse,https://www.instagram.com/blessedhouse,,18318447306973081283,2026-02-12,active,https://www.puertoviejosatellite.com/en/playa-negra/blessed-house/,,,,verified,true,2026-07-04,,,,,,,Twelve bungalows set in a large 1.5 ha (3.7 acres) property. Bungalows vary in size and can accommodate from 2 to 8 persons. Each has a private bathroom and equipped kitchen. The property has a pool and bbq area for use by all guests.
"Blossom Paradise Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654102,-82.765285,1.322,pass,area_included:Playa Negra,array,+506 8438 1065,+50684381065,,blossomparadiseretreat,https://www.instagram.com/blossomparadiseretreat,,11364781436039210316,2025-08-14,active,https://www.puertoviejosatellite.com/en/playa-negra/blossom-paradise-retreat/,,,,verified,true,2026-07-04,,,,,,,"Eight vacation rental homes with 1 or 2 bedrooms including Casa Iris, Casa Jeffrey, Casa Coki, Casa Blossom, Casa Shaquir and Casa Kristel. All houses have access to the pool, jacuzzi, bbq and yoga deck. Each house has a fully equipped kitchen. 5.0 / 5 rating on Google Maps  8.0 / 10 rating on Booking.com"
"Cabinas Cable Talamanca - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.649739,-82.762613,1.199,pass,area_included:Playa Negra,array,,,,,,,,2026-03-06,active,https://www.puertoviejosatellite.com/en/playa-negra/cabinas-cable-talamanca/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,One bedroom vacation rental apartments with equipped kitchen
"Caripro Apartments - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.653545,-82.767643,1.586,pass,area_included:Playa Negra,array,+506 2750 2035,+50627502035,,,,,265902149135749003,2025-07-26,active,https://www.puertoviejosatellite.com/en/playa-negra/caripro-apartments/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50662895968,,,,,,"Five apartments with air conditioning located 7 minutes from Puerto Viejo, 2 minutes from the Playa Negra beach. The building features A/C, fans, WiFi, floor to ceiling windows, bathroom with hot water shower & kitchenettes in some units. This property is located in a busy area so guests might experience some noise. Bicycles are available at the property for an extra cost. Free private parking is available on site as well as electric car charging. 3.9 / 5 rating on Google Maps  8.1 / 10 rating on Booking.com"
"Casa Corazon del Mar - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.650985,-82.766088,1.485,pass,area_included:Playa Negra,array,+506 8417 3417,+50684173417,,casacorazondelmar,https://www.instagram.com/casacorazondelmar/,https://www.facebook.com/Casacorazondelmar,,2025-07-23,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-corazon-del-mar/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"This guest house is a unique adobe style dome home situated in the lush rainforest of Costa Rica just a 3 minute walk from the Caribbean ocean. Includes amenities such as fully furnished kitchen, a spa style shower, beautiful jungle views, a plunge pool, and an observation/relaxation platform with adirondack chairs and hammock."
"Casa Galim Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.667008,-82.783721,3.576,pass,area_included:Playa Negra,array,+506 2750 0224,+50627500224,,,,,4046132343523405394,2024-01-20,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-galim-beach-house/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Vacation rental house with two stories. There are separately rented 2 bedroom/ 1 bathroom units on each floor. Each unit has a living room and an equipped kitchen. Just 200 meters from the beach. Also known as Blue Morpho Beach House.
"Casa Jeffrey - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.653606,-82.765605,1.364,pass,area_included:Playa Negra,array,,,,,,,13928153996580431887,2025-12-18,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-jeffrey/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"One bedroom vacation rental home with kitchen, A/C, TV, pool and garden. 5.0 / 5 rating on Google Maps  9.6 / 10 rating on Booking.com"
"Casa Luna Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657365,-82.771591,2.017,pass,area_included:Playa Negra,array,,,,casalunabeachhouse,https://www.instagram.com/casalunabeachhouse,https://www.facebook.com/casalunabeachhouse,1455817631417694421,2025-06-09,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-luna-beach-house/,,,,verified,true,2026-07-04,,,,,,,"Vacation rental home steps from the beach. Three bedroom, 3 bath house. Each bedroom each with A/C and ensuite bath. Plunge pool, fibre optic wifi, secure parking. There are 2 bedrooms upstairs, spacious living room with open kitchen that flows right onto the deck which looks out over the beach. Downstairs there is a semi-private 1 bedroom unit with 2 queen beds, its own living area and kitchenette as well as the pool and deck chairs. Sleeps 6 people. 4.9 / 5 rating on Google Maps  10.0 / 10 rating on VRBO"
"Casa Ocelote - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.658532,-82.78051,3.003,pass,area_included:Playa Negra,array,,,,casaocelote,https://www.instagram.com/casaocelote/,,1855638920758597797,2025-08-29,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-ocelote/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Modern 2-bedroom, 2-bathroom house a 10-minute walk from Playa Negra beach. Private pool and outdoor shower. Both bedrooms have king-sized beds, air conditioning. Private, covered outdoor area complete with a dining table, outdoor couch and chair set and two sun loungers. Modern fully equipped kitchen.  Wifi, smart TV, sleeper sofa."
"Casa Selva - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.651258,-82.780679,3.036,pass,area_included:Playa Negra,array,+506 7222 9607,+50672229607,,casaselva,https://www.instagram.com/casaselva/,,,2026-06-01,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-selva/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,Private tropical retreat in the heart of the jungle in Playa Negra. Featuring two independent villas which can be rented separately. Casa Selva has five bedrooms and four baths. Casa Mono has two bedrooms and two baths. Both have modern design and are fully equipped with kitchens and A/C.
"Casa Theia - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.652259,-82.76797,1.646,pass,area_included:Playa Negra,array,,,,casatheia,https://www.instagram.com/casatheia/,,8382763569328813011,2025-08-13,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-theia/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Two bright, airy and modern vacation rental homes. Each with one bedroom, private bath, equipped kitchen and focus on outdoor living."
"Casita Kreyol - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.655929,-82.77981,2.907,pass,area_included:Playa Negra,array,,,,casitakreyol,https://www.instagram.com/casitakreyol,,17447691794708739658,2025-08-06,active,https://www.puertoviejosatellite.com/en/playa-negra/casita-kreyol/,,,,verified,true,2026-07-04,,,,,,,"1 bedroom tiny house, comfy full size bed w pillows/linen, full kitchen w/induction cooktop, kitchen utensils, coffee station, toaster, A/C, refrigerator, fiber optic Wifi, ceiling fan, all screened windows, hot water indoor shower, outdoor shower w/cool water, TV w/Netflix. Ideal for couples or single travelers."
"Las Casitas de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.651884,-82.758095,0.655,pass,area_included:Playa Negra,array,+506 8408 8144,+50684088144,,,,https://www.facebook.com/casitasdeplayanegra,,2025-07-21,active,https://www.puertoviejosatellite.com/en/playa-negra/las-casitas-de-playa-negra/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50684088144,,,,,,"Full equipped apartments, 2 bedrooms, kitchen and livingroom.
Just 100mt from the beach and 5 minutes to Puerto Viejo 3.9 / 5 rating on Google Maps  8.8 / 10 rating on Booking.com"
"Casitas Joanna - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656995,-82.772069,2.065,pass,area_included:Playa Negra,array,+506 8399 4294,+50683994294,,casitasjoanna,https://www.instagram.com/casitasjoanna/,,,2025-07-23,active,https://www.puertoviejosatellite.com/en/playa-negra/casitas-joanna/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Two floor condominium less than 100 meters from the Caribbean Sea. Each condo is fully-furnished and includes: 2 bedrooms (each with a private bathroom with hot water), air conditioning in the master bedroom, one powder room, a kitchen with cooking/serving utensils, a living room, and free WiFi internet access, pet friendly. 5 occupants max. 3.2 / 5 rating on Google Maps  6.2 / 10 rating on Booking.com"
"Chimuri Beach Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656653,-82.770331,1.872,pass,area_included:Playa Negra,array,+506 2750-0119,+50627500119,,,,,,2025-06-15,active,https://www.puertoviejosatellite.com/en/playa-negra/chimuri-beach-retreat/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Three equipped, authentic Caribbean cottages for personal retreat time; daily (3 night minimum), weekly and monthly rates. Ananda Yoga studio on property with regular classes."
"Escondido Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.661373,-82.789138,3.984,pass,area_included:Playa Negra,array,,,,escondidoretreat,https://www.instagram.com/escondidoretreat,https://www.facebook.com/profile.php?id=61550966785728,6658711880224661769,2025-06-27,active,https://www.puertoviejosatellite.com/en/playa-negra/escondido-retreat/,,,,verified,true,2026-07-04,,,,,,,"Luxurious 6 bedroom vacation rental home. Two storey house, each floor has 3 bedrooms and 2 full baths. The downstairs consists of an indoor/outdoor kitchen and dining area that connects to the pool pathway and deck area. The upstairs has a large space with two tables that can be used to work or just hang out and enjoy the surrounding jungle views. Private pool. 5.0 / 5 rating on Google Maps  10.0 / 10 rating on VRBO"
"Evia Life Resort - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.661032,-82.788612,3.921,pass,area_included:Playa Negra,array,+506 8856 7905,+50688567905,,eviapuertoviejo,https://www.instagram.com/eviapuertoviejo,,18135263196931927606,,active,https://www.puertoviejosatellite.com/en/playa-negra/evia-life-resort/,,,,verified,true,2026-07-04,,,,,,,"Vacation rental villas with equipped kitchens, spacious terraces, air conditioning. They are arranged in 3 clusters, each cluster with a pool so it is a good choice for groups who want to book several units. 4.9 / 5 rating on Google Maps  9.9 / 10 rating on Booking.com"
"El Jardin de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654362,-82.771936,2.046,pass,area_included:Playa Negra,array,+506 8555 8635,+50685558635,,,,https://www.facebook.com/italiacostarica,,2025-07-24,active,https://www.puertoviejosatellite.com/en/playa-negra/el-jardin-de-playa-negra/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Caribbean style vacation rental houses in a tropical garden. Options suitable for 2 to 6 persons. Casa Chiquita, Casa Terraza, Casa Amarilla and Casa Naranja. All with hot showers, wifi and equipped kitchens. All run by Romina and Paolo, an Italian couple. 4.6 / 5 rating on Google Maps  9.0 / 10 rating on Booking.com"
"The Mimosas Container Homes - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.660018,-82.78265,3.258,pass,area_included:Playa Negra,array,,,,,,,10848512872328092857,2025-05-02,active,https://www.puertoviejosatellite.com/en/playa-negra/the-mimosas-container-homes/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Two container homes in a tropical garden setting with a pool. Each has one bedroom, bath and an equipped kitchen. 4.0 / 5 rating on Google Maps  7.3 / 10 rating on Booking.com"
"Puerto Viejo Club - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654866,-82.773968,2.266,pass,area_included:Playa Negra,array,,,,puertoviejoclubcr,https://www.instagram.com/puertoviejoclubcr,https://www.facebook.com/puertoviejoclubcr,10850457859079273798,2025-10-01,active,https://www.puertoviejosatellite.com/en/playa-negra/puerto-viejo-club/,,,,verified,true,2026-07-04,,,,,,,Property with large salt water pool which has several vacation rental houses. 4.7 / 5 rating on Google Maps  8.9 / 10 rating on Booking.com
"Sloth House 2 - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.653156,-82.766382,1.456,pass,area_included:Playa Negra,array,+506 8320 6571,+50683206571,,slothhouse,https://www.instagram.com/slothhouse/,,11323383828584457886,2025-01-30,active,https://www.puertoviejosatellite.com/en/playa-negra/sloth-house-2/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,+50683206571,,,,,,"Vacation rental home with 2 bedrooms, 1 bath and private pool. Fully equipped kitchen. Eco friendly design. Previously named Casa de Barro 4.9 / 5 rating on Google Maps  9.8 / 10 rating on VRBO"
"Villa Aragon - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657421,-82.775469,2.441,pass,area_included:Playa Negra,array,+506 8630 0659,+50686300659,,villaaragon,https://www.instagram.com/villaaragon/,,410104999530083035,2025-07-14,active,https://www.puertoviejosatellite.com/en/playa-negra/villa-aragon/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Private Villa with AC, fiber optics, beach access & salt water pool. Located in Playa Negra Heights area of Puerto Viejo, this well-equipped vacation home rental features 3 full bedrooms (w/ king size beds and AC), 1 semi-private bedroom (w/ queen size bed), 2 full bathrooms, 1 half outdoor bathroom, 2 al fresco showers, a spacious living room, a fully equipped kitchen, a large terrace with dining area, a pool house, loungers around the pool, a sundeck, hammocks, BBQ station and parking for up to 5 cars. Private and fenced property. 4.7 / 5 rating on Google Maps  10.0 / 10 rating on VRBO"
"Villa Wolaba - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.651259,-82.782205,3.202,pass,area_included:Playa Negra,array,,,,villawolaba,https://www.instagram.com/villawolaba/,,8236556478934588728,2025-12-16,active,https://www.puertoviejosatellite.com/en/playa-negra/villa-wolaba/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,One bedroom equipped vacation rental homes with pool 5.0 / 5 rating on Google Maps  9.5 / 10 rating on Booking.com
